timestamp_utc,date,action,signal,signal_raw,confidence,btc_price,target_contracts,current_contracts,delta_contracts,order_submitted,portfolio_value,net_liquidation,account_status,account_fingerprint,method,live_text_rows,scored_text_rows,components_json,order_result_json
2026-05-28T03:42:56.704399+00:00,2026-05-28,hold,SHORT,-1,0.0027073937702125107,73394.0,0,0,0,false,1008766.75,1008766.75,connected,f9d63c0f2cd7,live_scrape_cryptobert_mlp_ppo_ensemble,311,311,"{""baseline_confidence"":0.3843102753162384,""baseline_signal"":0,""ensemble_confidence"":0.0027073937702125107,""ensemble_raw"":-0.0027073937702125107,""ensemble_signal"":-1,""mean_confidence"":0.03993704915046692,""mean_signal"":0,""mlp_confidence"":0.8545676469802856,""mlp_probs"":[0.10756378620862961,0.8545676469802856,0.03786846995353699],""mlp_signal"":0,""ppo_actions"":[0.5027119517326355,0.46558451652526855,-0.9790133237838745],""ppo_confidence"":0.0035722851753234863,""ppo_position"":-0.0035722851753234863,""ppo_signal"":-1}","{""reason"":""no_delta"",""submitted"":false}"
