timestamp_utc,date,symbol,side,qty,delta_contracts,target_contracts,current_contracts,submitted,reason
2026-05-26T19:29:56.176521+00:00,2026-05-26,MBTK6,BUY,29,29,0,-29,true,flat_or_low_confidence
