timestamp_utc,date,ticker,symbol,target_weight,target_contracts,current_contracts,delta_contracts,signal,confidence,btc_price,reason
2026-05-30T16:58:49.566360+00:00,2026-05-30,MBTK6,MBTK6,0,0,0,0,FLAT,0.0,76655.7265625,dashboard_snapshot_no_trade
